ID,Tweet URL,Account handle,Account name,Account type,Tweet,Tweet Translated,Tweet Type,Date posted,Likes,Replies,Retweets,Quote Tweets,Likes_zscore,Replies_zscore,Retweets_zscore,Quote Tweets_zscore,Account_Anonymous,Account_Identified,Removed any special characters and urls,Tokenized Tweet,Stemmed Tweet,Lemmatized Tweet
13-109,https://twitter.com/Pammy72511996/status/1273234769866887179,@Pammy72511996,Pammy,Anonymous,"@risahontiveros Kaya nga galit kami na binenta ni Trillanes ang ng mga kasama niya ang Scarborough Shoal. Mabuti pa itong gobyerno marunong sa diplomatic relationship, pero di binenta ang Pilipinas. Say that to your colleagues!",Risahahontiveros so we are angry that Trillanes sold his companions with Scarborough Shoal that the government is good at diplomatic relationships but the Philippines has not sold that to your colleagues,"Reply, Text",2020-06-17 20:43:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,risahontiveros Kaya nga galit kami na binenta ni Trillanes ang ng mga kasama niya ang Scarborough Shoal Mabuti pa itong gobyerno marunong sa diplomatic relationship pero di binenta ang Pilipinas Say that to your colleagues,risahahontiveros angry trillanes sold companions scarborough shoal government good diplomatic relationships philippines sold colleagues,"['risahahontivero', 'angri', 'trillan', 'sold', 'companion', 'scarborough', 'shoal', 'govern', 'good', 'diplomat', 'relationship', 'philippin', 'sold', 'colleagu']","['risahahontiveros', 'angry', 'trillanes', 'sold', 'companion', 'scarborough', 'shoal', 'government', 'good', 'diplomatic', 'relationship', 'philippine', 'sold', 'colleague']"
13-55,https://twitter.com/rhomsogladih/status/1273667431806844928,@rhomsogladih,RomeHiddenWorld,Anonymous,"@risahontiveros Bakit di mo tanungin si Abnoy at si Trillanes, kung magkano ibinenta ang Scarborough Shoal, saka ung mga bundok sa Zambales.... At kung paano na lang hinayaan sakupin ng China ang mga isla sa WPS... Nangyari lahat sa panahon ng boss mong inutil yan.",Risahahontiveros why didn't you ask Abnoy and Trillanes how much the Scarborough Shoal was sold and the mountains in Zambales and how China just let the WPS in WPs happen all during your boss's useless,"Reply, Text",2020-06-19 01:22:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,risahontiveros Bakit di mo tanungin si Abnoy at si Trillanes kung magkano ibinenta ang Scarborough Shoal saka ung mga bundok sa Zambales At kung paano na lang hinayaan sakupin ng China ang mga isla sa WPS Nangyari lahat sa panahon ng boss mong inutil yan,risahahontiveros n't ask abnoy trillanes much scarborough shoal sold mountains zambales china let wps wps happen boss 's useless,"['risahahontivero', ""n't"", 'ask', 'abnoy', 'trillan', 'much', 'scarborough', 'shoal', 'sold', 'mountain', 'zambal', 'china', 'let', 'wp', 'wp', 'happen', 'boss', ""'s"", 'useless']","['risahahontiveros', ""n't"", 'ask', 'abnoy', 'trillanes', 'much', 'scarborough', 'shoal', 'sold', 'mountain', 'zambales', 'china', 'let', 'wps', 'wps', 'happen', 'bos', ""'s"", 'useless']"
13-54,https://twitter.com/HilaryA92241448/status/1275815904576778245,@HilaryA92241448,Hilary Armstrong7,Anonymous,"Ang kapal talaga ng mukha ng hindot na to kung sisihin si President Du30, eh kayo ng mga amo mong Aquino ang nagbenta ng Scarborough Shoal at ilang beses ka nga bang naglabas pasok ng China through back door????!!! Titimusupot!!!🤧🤬😈",The thickness of the face is really bad if you blame President DU30 eh you and your Aquino bosses sold the Scarborough Shoal and how many times have you released China through back door Titimusupot,"Reply, Text",2020-06-24 23:39:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,Ang kapal talaga ng mukha ng hindot na to kung sisihin si President Du30 eh kayo ng mga amo mong Aquino ang nagbenta ng Scarborough Shoal at ilang beses ka nga bang naglabas pasok ng China through back door Titimusupot,thickness face really bad blame president du30 eh aquino bosses sold scarborough shoal many times released china back door titimusupot,"['thick', 'face', 'realli', 'bad', 'blame', 'presid', 'du30', 'eh', 'aquino', 'boss', 'sold', 'scarborough', 'shoal', 'mani', 'time', 'releas', 'china', 'back', 'door', 'titimusupot']","['thickness', 'face', 'really', 'bad', 'blame', 'president', 'du30', 'eh', 'aquino', 'boss', 'sold', 'scarborough', 'shoal', 'many', 'time', 'released', 'china', 'back', 'door', 'titimusupot']"
13-53,https://twitter.com/RFalkovich/status/1276034339495698437,@RFalkovich,Riggs Velarde,Identified,@TrillanesSonny @NorWEIRDgian Talaga ba? Coming from Trillanes na numero unong corrupt. Kumusta naman pinagbentahan nyan ng Scarborough Shoal. ;'),Trillanessonny NorweirdGian really coming from Trillanes that is the number one corrupt how about the Scarborough Shoal.,"Reply, Text",2020-06-25 14:07:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,TrillanesSonny NorWEIRDgian Talaga ba Coming from Trillanes na numero unong corrupt Kumusta naman pinagbentahan nyan ng Scarborough Shoal ,trillanessonny norweirdgian really coming trillanes number one corrupt scarborough shoal .,"['trillanessonni', 'norweirdgian', 'realli', 'come', 'trillan', 'number', 'one', 'corrupt', 'scarborough', 'shoal', '.']","['trillanessonny', 'norweirdgian', 'really', 'coming', 'trillanes', 'number', 'one', 'corrupt', 'scarborough', 'shoal', '.']"
13-57,https://twitter.com/eisheish13/status/1258330665960914946,@eisheish13,eishuy,Identified,"@TrillanesSonny BAKLANG TRILLANES, ILAN NA BA NAPATAY MO BILANG SUNDALO? BAKLA! BAKA NGA MAPAPA AAAAAAYYYYY! KA PA... TRAIDOR KA NG BANSA AT ALAM MO YAN. BENENTA NYO NI PANOT ANG SCARBOROUGH SHOAL. TANG INA MO.",Trillanesonny TRILLANES SOME TRILLANES ARE YOU KILLING AS A SUBJECT YOU CAN MAKE A AAAAAAYYYYYYYYYYYE A COUNTRY AND YOU KNOW THAT YOU CAN,"Reply, Text",2020-07-05 17:39:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,TrillanesSonny BAKLANG TRILLANES ILAN NA BA NAPATAY MO BILANG SUNDALO BAKLA BAKA NGA MAPAPA AAAAAAYYYYY KA PA TRAIDOR KA NG BANSA AT ALAM MO YAN BENENTA NYO NI PANOT ANG SCARBOROUGH SHOAL TANG INA MO,trillanesonny trillanes trillanes killing subject make aaaaaayyyyyyyyyyye country know,"['trillanesonni', 'trillan', 'trillan', 'kill', 'subject', 'make', 'aaaaaayyyyyyyyyyy', 'countri', 'know']","['trillanesonny', 'trillanes', 'trillanes', 'killing', 'subject', 'make', 'aaaaaayyyyyyyyyyye', 'country', 'know']"
13-56,https://twitter.com/leovill9/status/1269929288934932481,@leovill9,oel,Identified,"@RomeldelosSant7 @ANCALERTS Ows?  Yung Aquino father and son at Trillanes baka malimutan mo?  yung isa yung Sabah, Yung isa nagpabalik balik sa China sa utos ni Panot. Sa isang kesap mata nawala ang Scarborough shoal at sa panahon nila kinalbo ng China ang Zambales. Saan mas malala? https://t.co/Ksz2ZY7fqX",RomelDelossant7 Ancalerts ows the aquino father and son and trillanes you might forget that one of the Sabah the one returned to china with Panot's command in a cheese eye lost Scarborough Shoal and during their time China broke Zambales where,"Reply, Text, URL",2020-08-06 17:48:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,RomeldelosSant7 ANCALERTS Ows  Yung Aquino father and son at Trillanes baka malimutan mo  yung isa yung Sabah Yung isa nagpabalik balik sa China sa utos ni Panot Sa isang kesap mata nawala ang Scarborough shoal at sa panahon nila kinalbo ng China ang Zambales Saan mas malala ,romeldelossant7 ancalerts ows aquino father son trillanes might forget one sabah one returned china panot 's command cheese eye lost scarborough shoal time china broke zambales,"['romeldelossant7', 'ancalert', 'ow', 'aquino', 'father', 'son', 'trillan', 'might', 'forget', 'one', 'sabah', 'one', 'return', 'china', 'panot', ""'s"", 'command', 'chees', 'eye', 'lost', 'scarborough', 'shoal', 'time', 'china', 'broke', 'zambal']","['romeldelossant7', 'ancalerts', 'ows', 'aquino', 'father', 'son', 'trillanes', 'might', 'forget', 'one', 'sabah', 'one', 'returned', 'china', 'panot', ""'s"", 'command', 'cheese', 'eye', 'lost', 'scarborough', 'shoal', 'time', 'china', 'broke', 'zambales']"
13-45,https://twitter.com/garfieldup/status/1335994646732763143,@garfieldup,Iron_gie,Identified,"Own by a guy who help Panot Aquino in selling the ownership of the West Philippine Sea, if I’m not mistaken also the major stockholder of Meralco or water district that was fined recently for 19M so definitely has inclination to side the opposition.But GMA and other MSM r s same.",Own by a guy who help Panot Aquino in selling the ownership of the West Philippine Sea if Im not mistaken also the major stockholder of Meralco or water district that was fined recently for 19M so definitely has inclination to side the oppositionBut GMA and other MSM r s same,"Text, Reply",2020-08-12 01:08:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Own by a guy who help Panot Aquino in selling the ownership of the West Philippine Sea if Im not mistaken also the major stockholder of Meralco or water district that was fined recently for 19M so definitely has inclination to side the oppositionBut GMA and other MSM r s same,guy help panot aquino selling ownership west philippine sea im mistaken also major stockholder meralco water district fined recently 19m definitely inclination side oppositionbut gma msm r,"['guy', 'help', 'panot', 'aquino', 'sell', 'ownership', 'west', 'philippin', 'sea', 'im', 'mistaken', 'also', 'major', 'stockhold', 'meralco', 'water', 'district', 'fine', 'recent', '19m', 'definit', 'inclin', 'side', 'oppositionbut', 'gma', 'msm', 'r']","['guy', 'help', 'panot', 'aquino', 'selling', 'ownership', 'west', 'philippine', 'sea', 'im', 'mistaken', 'also', 'major', 'stockholder', 'meralco', 'water', 'district', 'fined', 'recently', '19m', 'definitely', 'inclination', 'side', 'oppositionbut', 'gma', 'msm', 'r']"
13-107,https://twitter.com/onepiecetsiken/status/1294452583801618432,@onepiecetsiken,TsikenInasal,Anonymous,"3% lang pala sila. Tutal anti-China sila at sinophobic, ipaglaban nila yung Scarborough Shoal na ibenenta ni Trillanes.",They are only 3 Antichina and they are sinophobic to fight for the Scarborough Shoal that Trillanes will sell,"Reply, Text",2020-08-15 09:55:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,3 lang pala sila Tutal antiChina sila at sinophobic ipaglaban nila yung Scarborough Shoal na ibenenta ni Trillanes,3 antichina sinophobic fight scarborough shoal trillanes sell,"['3', 'antichina', 'sinophob', 'fight', 'scarborough', 'shoal', 'trillan', 'sell']","['3', 'antichina', 'sinophobic', 'fight', 'scarborough', 'shoal', 'trillanes', 'sell']"
13-49,https://twitter.com/otepnitura/status/1296991820577222657,@otepnitura,Coach Otep,Identified,"Pinamigay Ang Sabah By NiNoy...Pinamigay ang Scarborough Shoal by TRILLIANES AT PNOY AQUINO...Di ba iisa ang PATTERN? 👎👎💯
#DISENTE
#UTAKNPA
#DILAWANMOVES
#GALAWANGDILAWAN
#NPAPASAWAY","The Sabah was offered by Ninoy Given the Scarborough Shoal by Trillanes and PNoy Aquinodi is the only pattern
Decent
Brainnpa
Dilawanmoves
Guwangdilawan
Npapasaway",Text,2020-08-22 10:05:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"Pinamigay Ang Sabah By NiNoyPinamigay ang Scarborough Shoal by TRILLIANES AT PNOY AQUINODi ba iisa ang PATTERN 
DISENTE
UTAKNPA
DILAWANMOVES
GALAWANGDILAWAN
NPAPASAWAY",sabah offered ninoy given scarborough shoal trillanes pnoy aquinodi pattern decent brainnpa dilawanmoves guwangdilawan npapasaway,"['sabah', 'offer', 'ninoy', 'given', 'scarborough', 'shoal', 'trillan', 'pnoy', 'aquinodi', 'pattern', 'decent', 'brainnpa', 'dilawanmov', 'guwangdilawan', 'npapasaway']","['sabah', 'offered', 'ninoy', 'given', 'scarborough', 'shoal', 'trillanes', 'pnoy', 'aquinodi', 'pattern', 'decent', 'brainnpa', 'dilawanmoves', 'guwangdilawan', 'npapasaway']"
13-48,https://twitter.com/Ashley02104777/status/1300302665998450688,@Ashley02104777,Ashley,Anonymous,@SenLeiladeLima Kayo ang nagkanulo tarantada si aquino ang nagbenta sa west philippine sea. Bat dimo itanong sa isa pang tarantadong si Sundalong kanin ?,Senleiladelima You are the betrayal Tarantada Aquino sells the West Philippine Sea Bat Dimo Ask Another Soldier Soldier,"Reply, Text",2020-08-31 13:21:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,SenLeiladeLima Kayo ang nagkanulo tarantada si aquino ang nagbenta sa west philippine sea Bat dimo itanong sa isa pang tarantadong si Sundalong kanin ,senleiladelima betrayal tarantada aquino sells west philippine sea bat dimo ask another soldier soldier,"['senleiladelima', 'betray', 'tarantada', 'aquino', 'sell', 'west', 'philippin', 'sea', 'bat', 'dimo', 'ask', 'anoth', 'soldier', 'soldier']","['senleiladelima', 'betrayal', 'tarantada', 'aquino', 'sell', 'west', 'philippine', 'sea', 'bat', 'dimo', 'ask', 'another', 'soldier', 'soldier']"
13-47,https://twitter.com/tweetmetomcruz/status/1300371252079591424,@tweetmetomcruz,TomCruz,Identified,@Dagr_2013 @AlisonPereiraPH ...and that's how we practically handed over Scarborough Shoal and eventually possessed by China when they started to reclaim it. Thanks to the stupidity of Abnoy Aquino &amp; del Rosario! BOW!,Dagr_2013 AlisonPereiraPH and thats how we practically handed over Scarborough Shoal and eventually possessed by China when they started to reclaim it Thanks to the stupidity of Abnoy Aquino amp del Rosario BOW,"Reply, Text",2020-08-31 17:54:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Dagr_2013 AlisonPereiraPH and thats how we practically handed over Scarborough Shoal and eventually possessed by China when they started to reclaim it Thanks to the stupidity of Abnoy Aquino amp del Rosario BOW,dagr_2013 alisonpereiraph thats practically handed scarborough shoal eventually possessed china started reclaim thanks stupidity abnoy aquino amp del rosario bow,"['dagr_2013', 'alisonpereiraph', 'that', 'practic', 'hand', 'scarborough', 'shoal', 'eventu', 'possess', 'china', 'start', 'reclaim', 'thank', 'stupid', 'abnoy', 'aquino', 'amp', 'del', 'rosario', 'bow']","['dagr_2013', 'alisonpereiraph', 'thats', 'practically', 'handed', 'scarborough', 'shoal', 'eventually', 'possessed', 'china', 'started', 'reclaim', 'thanks', 'stupidity', 'abnoy', 'aquino', 'amp', 'del', 'rosario', 'bow']"
13-105,https://twitter.com/midnightjugger/status/1308685524878553089,@midnightjugger,Continuity,Anonymous,wag mo kaming gawing tanga Trillanes kayo ni Aquino at Del Rosario bininta ninyo ang Scarborough Shoal sa China 😠 https://t.co/h6Ah4WkOww,don't make us a fool trillanes of Aquino and Del Rosario you paint Scarborough Shoal in China,"Text, Image",2020-09-23 16:31:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,wag mo kaming gawing tanga Trillanes kayo ni Aquino at Del Rosario bininta ninyo ang Scarborough Shoal sa China  ,n't make us fool trillanes aquino del rosario paint scarborough shoal china,"[""n't"", 'make', 'us', 'fool', 'trillan', 'aquino', 'del', 'rosario', 'paint', 'scarborough', 'shoal', 'china']","[""n't"", 'make', 'u', 'fool', 'trillanes', 'aquino', 'del', 'rosario', 'paint', 'scarborough', 'shoal', 'china']"
13-104,https://twitter.com/VerratBoss/status/1309920795854950401,@VerratBoss,VerratBoss,Anonymous,"@Mhyyykkk143 @RemarAton @TrillanesSonny cnu p, c abnoy at trillanes! travelled to china at least 16x remember? cnu nagpa atras ng coastguard ntin? then we lost that scarborough shoal. end of story. 😊",Mhyykkkkkkkkkkkkkkkkkkkok Trillanessonny cnu p c abnoy at Trillanes Traveled to China at least 16x remember cnu pave ng Coastguard ntin then we lost that scarrborough shoal end of story,"Text, Reply",2020-09-27 02:20:00,3.0,0.0,0.0,0.0,-0.014389816472655784,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,Mhyyykkk143 RemarAton TrillanesSonny cnu p c abnoy at trillanes travelled to china at least 16x remember cnu nagpa atras ng coastguard ntin then we lost that scarborough shoal end of story ,mhyykkkkkkkkkkkkkkkkkkkok trillanessonny cnu p c abnoy trillanes traveled china least 16x remember cnu pave ng coastguard ntin lost scarrborough shoal end story,"['mhyykkkkkkkkkkkkkkkkkkkok', 'trillanessonni', 'cnu', 'p', 'c', 'abnoy', 'trillan', 'travel', 'china', 'least', '16x', 'rememb', 'cnu', 'pave', 'ng', 'coastguard', 'ntin', 'lost', 'scarrborough', 'shoal', 'end', 'stori']","['mhyykkkkkkkkkkkkkkkkkkkok', 'trillanessonny', 'cnu', 'p', 'c', 'abnoy', 'trillanes', 'traveled', 'china', 'least', '16x', 'remember', 'cnu', 'pave', 'ng', 'coastguard', 'ntin', 'lost', 'scarrborough', 'shoal', 'end', 'story']"
13-110,https://twitter.com/JigsawSeeYou/status/1270918986700451840,@JigsawSeeYou,The Truth Will Be Heard...,Anonymous,"@gmanews Kahit sino maging presidente jan, di na natin mababawi ang West Philippine Sea lalo na yung Scarborough Shoal kasi binenta na talaga nina P-Noy, Trillanes, at Drillon yun. Alam ni Du30 yan kaya wala na lang magawa yun kasi wala na sa pag-aari ng Pilipinas yun. Mag-research kayo.",gmanews anyone as president jan we will never recover the West Philippine Sea especially the Scarborough Shoal because PNoy Trillanes and Drillon really sold it so DU30 knows that so it is not possible,"Reply, Text",2020-11-06 11:21:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,gmanews Kahit sino maging presidente jan di na natin mababawi ang West Philippine Sea lalo na yung Scarborough Shoal kasi binenta na talaga nina PNoy Trillanes at Drillon yun Alam ni Du30 yan kaya wala na lang magawa yun kasi wala na sa pagaari ng Pilipinas yun Magresearch kayo,gmanews anyone president jan never recover west philippine sea especially scarborough shoal pnoy trillanes drillon really sold du30 knows possible,"['gmanew', 'anyon', 'presid', 'jan', 'never', 'recov', 'west', 'philippin', 'sea', 'especi', 'scarborough', 'shoal', 'pnoy', 'trillan', 'drillon', 'realli', 'sold', 'du30', 'know', 'possibl']","['gmanews', 'anyone', 'president', 'jan', 'never', 'recover', 'west', 'philippine', 'sea', 'especially', 'scarborough', 'shoal', 'pnoy', 'trillanes', 'drillon', 'really', 'sold', 'du30', 'know', 'possible']"
13-46,https://twitter.com/Jestoni31024190/status/1328477138928816129,@Jestoni31024190,Jestoni,Anonymous,@M2GeorgiaUSA @Jeremy74082793 @News5PH Negotiation to china na may basbas ni Noynoy Aquino. Sila ang totoong root cause ng problema ng west philippine sea. Dahil ibinenta nila ito sa China and now they wanted the Duterte Administration to claim it back like sa suicide. How can you claim it back kung heavily occupied,M2GEORGIAUSA Jeremy74082793 News5PH negotiation to China with Noynoy Aquino's blessing they are the real root cause of the West Philippine Sea problem because they sold it to China and now they wanted the Duterte administration to claim it back like in the suicide how can you claim it back ifHeavily occupied,"Text, Reply",2020-11-17 07:16:00,1.0,2.0,0.0,0.0,-0.13773110052399104,1.9141916172696114,-0.15170473148451075,-0.14714972880866967,1,0,M2GeorgiaUSA Jeremy74082793 News5PH Negotiation to china na may basbas ni Noynoy Aquino Sila ang totoong root cause ng problema ng west philippine sea Dahil ibinenta nila ito sa China and now they wanted the Duterte Administration to claim it back like sa suicide How can you claim it back kung heavily occupied,m2georgiausa jeremy74082793 news5ph negotiation china noynoy aquino 's blessing real root cause west philippine sea problem sold china wanted duterte administration claim back like suicide claim back ifheavily occupied,"['m2georgiausa', 'jeremy74082793', 'news5ph', 'negoti', 'china', 'noynoy', 'aquino', ""'s"", 'bless', 'real', 'root', 'caus', 'west', 'philippin', 'sea', 'problem', 'sold', 'china', 'want', 'dutert', 'administr', 'claim', 'back', 'like', 'suicid', 'claim', 'back', 'ifheavili', 'occupi']","['m2georgiausa', 'jeremy74082793', 'news5ph', 'negotiation', 'china', 'noynoy', 'aquino', ""'s"", 'blessing', 'real', 'root', 'cause', 'west', 'philippine', 'sea', 'problem', 'sold', 'china', 'wanted', 'duterte', 'administration', 'claim', 'back', 'like', 'suicide', 'claim', 'back', 'ifheavily', 'occupied']"
